Age,Gender,Attrition,Department,Environment Satisfaction,Marital status,MonthlyIncome,YearsInCurrentRole,HourlyRate,Job responsibilities,JobSatisfaction,leftOrganizationInPast12mnths,Reasons for leaving,NumInstitutesWorked,PercentSalaryHike,RelationshipSatisfaction,DistanceFromHome,BusinessTravel,Education,EducationField,WorkLifeBalance,YearsAtOrganization,JobInvolvement,PerformanceRating,JobLevel
18,Male,No,Applied science,3,Single,9517,3,94,5,3,Yes,"Better job opportunities, Issues with management, Work-related stress, Compensation and benefits, Lack of carrer growth",0,13,3,17,Travel_Rarely,5,Information Technology,3,18,3,4,1
23,Male,No,CSA,4,Married,9564,0,85,5,4,No,Better job opportunities,1,13,3,0,Travel_Rarely,3,Computer Science,2,0,2,3,2
35,Male,No,B.E.,1,Divorced,6072,3,98,5,2,No,Work-related stress,6,11,2,15,Travel_Rarely,1,Information Technology,2,3,3,3,2
18,Male,No,B.E.,3,Single,7915,0,71,5,4,Yes,Better job opportunities,5,17,2,0,Travel_Rarely,3,Information Technology,3,0,4,3,1
60,Male,No,Applied science,4,Single,15750,0,100,5,3,Yes,Work-related stress,1,25,3,0,Travel_Rarely,3,Communications,3,10,3,3,4
18,Female,No,B.E.,4,Single,3310,10,100,3,1,Yes,"Better job opportunities, Issues with management, Work-related stress, Compensation and benefits, Lack of carrer growth",0,23,2,13,Non-Travel,1,Marketing,3,32,3,3,2
37,Male,No,CSA,3,Single,4319,0,32,5,2,Yes,Work-related stress,0,15,4,11,Travel_Rarely,2,Business Administration,3,8,3,3,3
36,Female,No,Applied science,2,Married,10563,0,61,4,2,Yes,"Lack of career growth, Compensation and benefits",3,23,3,29,Travel_Rarely,4,Information Technology,2,4,2,3,3
45,Female,No,B.E.,4,Married,3581,0,65,2,2,Yes,Issues with management,0,12,4,20,Travel_Rarely,4,Information Technology,2,1,2,3,1
60,Male,Yes,CSA,2,Married,7957,2,69,4,4,Yes,"Better job opportunities, Lack of career growth, Compensation and benefits",0,14,4,0,Travel_Frequently,3,Computer Science,3,23,1,3,3
32,Male,No,CSA,4,Divorced,13512,6,65,5,3,Yes,"Better job opportunities, Work-related stress",3,16,4,0,Travel_Rarely,3,Information Technology,4,9,4,3,4
19,Male,No,B.E.,3,Single,7074,0,99,4,4,Yes,Work-related stress,0,13,4,15,Travel_Rarely,3,Business Administration,3,5,1,3,3
35,Male,No,Applied science,3,Single,1009,0,31,4,4,Yes,Better job opportunities,0,11,2,37,Travel_Frequently,3,Communications,2,4,2,3,3
28,Male,No,B.E.,1,Divorced,5867,3,100,5,3,Yes,Compensation and benefits,0,11,1,13,Travel_Rarely,4,Business Administration,2,6,3,3,4
51,Male,Yes,CSA,4,Single,12534,4,90,5,4,Yes,Better job opportunities,0,14,4,8,Travel_Rarely,4,Computer Science,3,10,4,3,5
43,Male,No,Applied science,1,Married,11363,11,100,3,3,Yes,Better job opportunities,2,14,3,19,Travel_Frequently,4,Business Administration,3,15,2,3,1
18,Male,No,CSA,4,Single,19973,4,100,5,3,Yes,"Better job opportunities, Lack of career growth, Compensation and benefits",1,25,3,14,Travel_Rarely,3,Computer Science,2,3,3,3,2
45,Male,Yes,B.E.,3,Married,5075,4,62,4,3,No,"Better job opportunities, Lack of career growth",0,25,4,0,Travel_Frequently,4,Computer Science,2,10,4,4,2
18,Male,No,Applied science,4,Single,12241,1,76,5,3,Yes,Better job opportunities,3,11,1,31,Travel_Rarely,3,Business Administration,3,25,3,3,1
51,Male,Yes,B.E.,4,Single,3436,3,100,3,2,Yes,"Better job opportunities, Issues with management, Work-related stress, Compensation and benefits, Lack of carrer growth",0,16,4,14,Travel_Rarely,3,Marketing,3,31,3,3,1
54,Female,No,CSA,3,Married,1009,6,70,5,2,Yes,Better job opportunities,0,11,3,1,Travel_Rarely,4,Communications,2,9,3,3,2
38,Male,No,B.E.,4,Single,13104,6,70,4,1,Yes,Better job opportunities,0,14,3,17,Travel_Rarely,2,Business Administration,3,0,2,4,4
18,Male,No,Applied science,3,Single,7810,4,67,4,3,Yes,Work-related stress,0,13,4,27,Travel_Rarely,5,Marketing,2,13,1,3,2
48,Male,Yes,CSA,3,Single,13174,6,30,4,1,Yes,Better job opportunities,0,11,4,0,Non-Travel,3,Communications,3,5,1,3,1
60,Male,No,B.E.,3,Married,7522,0,32,4,1,Yes,Compensation and benefits,0,13,4,5,Travel_Rarely,4,Business Administration,3,4,1,3,2
50,Male,No,CSA,2,Married,3637,2,39,4,3,Yes,"Better job opportunities, Work-related stress, Compensation and benefits",0,16,4,6,Travel_Rarely,3,Information Technology,3,9,2,3,2
43,Male,No,Applied science,4,Married,4872,7,74,4,1,Yes,"Better job opportunities, Lack of career growth, Work-related stress",0,11,4,39,Travel_Rarely,5,Computer Science,3,8,3,3,1
24,Male,Yes,CSA,3,Married,1009,5,100,5,4,No,"Better job opportunities, Lack of career growth, Issues with management",1,18,4,14,Travel_Frequently,3,Information Technology,3,18,3,4,1
55,Male,Yes,CSA,1,Divorced,7181,6,100,5,1,Yes,"Work-related stress, Compensation and benefits, Lack of carrer growth",0,11,4,10,Non-Travel,3,Computer Science,3,8,1,3,1
45,Female,No,B.E.,4,Single,5682,3,53,4,3,Yes,Lack of carrer growth,9,24,2,3,Travel_Rarely,4,Information Technology,1,1,3,4,2
27,Male,No,B.E.,2,Married,4514,0,98,4,2,Yes,Work-related stress,0,13,2,15,Travel_Rarely,3,Business Administration,3,7,3,3,1
51,Male,Yes,CSA,3,Married,11015,6,30,4,4,Yes,Work-related stress,0,25,3,5,Travel_Rarely,3,Marketing,2,13,3,3,1
34,Male,No,Applied science,2,Single,6866,1,71,4,3,No,Issues with management,1,11,1,0,Travel_Rarely,2,Communications,3,9,3,3,2
52,Female,Yes,B.E.,4,Single,19973,0,30,5,4,No,Better job opportunities,1,25,2,10,Travel_Rarely,1,Information Technology,3,9,3,3,1
20,Female,No,CSA,4,Single,14225,0,100,2,3,Yes,Issues with management,2,16,4,18,Travel_Rarely,3,Marketing,3,10,3,3,2
18,Male,No,B.E.,3,Single,5349,4,100,4,1,Yes,"Work-related stress, Compensation and benefits",5,11,3,34,Travel_Rarely,5,Business Administration,2,29,3,3,1
23,Male,No,Applied science,2,Single,19973,6,100,3,1,Yes,Lack of career growth,2,21,3,15,Non-Travel,4,Information Technology,3,36,2,3,3
18,Male,Yes,B.E.,3,Married,19973,0,61,5,3,No,"Issues with management, Work-related stress",1,16,4,3,Travel_Rarely,3,Communications,2,0,1,3,3
27,Male,No,CSA,1,Married,19973,1,85,5,1,No,Compensation and benefits,0,16,4,5,Travel_Rarely,4,Communications,3,8,3,3,4
60,Male,No,B.E.,4,Single,6488,0,100,5,3,Yes,"Issues with management, Compensation and benefits",0,15,1,0,Travel_Rarely,3,Communications,3,9,3,3,2
55,Male,No,Applied science,3,Married,1009,7,90,5,4,Yes,Work-related stress,0,11,1,0,Travel_Rarely,2,Information Technology,2,0,3,4,1
34,Female,Yes,B.E.,1,Single,2991,0,92,2,1,Yes,"Issues with management, Work-related stress, Lack of carrer growth",0,13,1,0,Travel_Frequently,4,Communications,3,0,1,3,1
18,Female,No,CSA,4,Single,11988,7,72,3,1,Yes,Compensation and benefits,2,15,1,0,Travel_Rarely,4,Marketing,3,0,3,3,1
37,Male,No,B.E.,4,Single,1009,8,43,4,2,Yes,Work-related stress,1,25,3,17,Travel_Frequently,4,Computer Science,2,10,1,3,1
60,Male,No,CSA,3,Married,5886,0,78,4,4,Yes,Compensation and benefits,1,13,1,26,Travel_Rarely,4,Information Technology,3,5,2,3,2
37,Male,No,Applied science,4,Married,7806,3,64,5,4,Yes,Work-related stress,2,25,2,7,Travel_Rarely,4,Information Technology,2,3,3,3,2
54,Male,No,CSA,4,Married,2434,0,58,4,1,Yes,Better job opportunities,0,20,3,9,Travel_Rarely,3,Information Technology,3,9,2,3,3
58,Male,No,Applied science,2,Divorced,1009,4,41,4,2,Yes,"Lack of career growth, Work-related stress, Issues with management",5,13,3,10,Travel_Rarely,3,Information Technology,4,7,3,4,2
30,Male,No,CSA,2,Single,7708,2,94,3,2,Yes,"Better job opportunities, Lack of carrer growth",0,17,4,14,Travel_Rarely,4,Marketing,2,3,3,3,1
18,Male,Yes,B.E.,1,Single,1009,4,69,4,4,Yes,Compensation and benefits,1,22,1,5,Non-Travel,4,Business Administration,2,3,1,3,2
18,Male,No,Applied science,4,Married,19973,3,81,4,2,No,Work-related stress,2,25,1,39,Travel_Rarely,3,Marketing,2,14,4,4,1
54,Male,No,CSA,3,Single,13265,4,75,4,1,Yes,"Issues with management, Work-related stress",2,11,1,10,Non-Travel,4,Information Technology,3,14,2,3,5
52,Male,No,Applied science,4,Married,7242,6,100,5,1,Yes,"Better job opportunities, Issues with management, Work-related stress, Compensation and benefits, Lack of carrer growth",0,25,1,25,Travel_Rarely,4,Marketing,3,9,4,3,1
49,Male,Yes,CSA,1,Single,12879,3,51,4,1,Yes,Work-related stress,0,18,3,29,Travel_Frequently,5,Marketing,3,8,3,3,1
32,Female,No,B.E.,3,Single,4704,6,39,4,1,No,"Lack of career growth, Compensation and benefits",1,11,4,2,Travel_Rarely,1,Computer Science,3,7,3,3,1
60,Male,Yes,CSA,4,Married,2243,0,100,5,4,Yes,Work-related stress,0,15,4,0,Travel_Rarely,2,Communications,3,19,3,3,2
51,Female,No,B.E.,4,Married,1009,6,89,4,1,Yes,Better job opportunities,0,22,1,4,Travel_Rarely,4,Business Administration,3,0,2,4,1
51,Male,No,Applied science,3,Single,12737,0,65,4,4,Yes,"Better job opportunities, Lack of career growth, Work-related stress, Issues with management, Compensation and benefits",0,11,2,35,Travel_Rarely,3,Marketing,2,5,3,3,1
25,Male,No,CSA,4,Married,3109,0,30,5,2,Yes,Better job opportunities,0,11,4,8,Travel_Rarely,5,Information Technology,3,7,2,3,5
44,Male,Yes,Applied science,3,Single,6582,9,30,4,3,Yes,Issues with management,0,18,3,14,Travel_Rarely,4,Computer Science,3,17,4,3,1
28,Female,No,CSA,3,Single,5413,0,100,4,1,No,Better job opportunities,4,17,4,34,Travel_Rarely,2,Communications,2,0,3,4,1
47,Male,Yes,B.E.,3,Single,3856,3,49,4,4,Yes,Work-related stress,0,16,2,9,Travel_Rarely,3,Information Technology,3,5,1,3,4
48,Male,No,Applied science,3,Married,5162,4,76,4,2,Yes,Issues with management,0,15,2,23,Travel_Rarely,4,Business Administration,3,13,2,3,1
39,Male,No,B.E.,2,Single,1009,14,61,4,4,No,"Better job opportunities, Work-related stress, Compensation and benefits",1,25,4,0,Travel_Rarely,4,Marketing,3,14,3,3,1
25,Male,No,B.E.,3,Single,4081,5,43,3,4,Yes,"Compensation and benefits, Lack of carrer growth",1,13,4,19,Travel_Rarely,2,Computer Science,3,0,2,3,1
60,Female,No,CSA,4,Married,2981,0,69,4,4,Yes,Issues with management,0,11,3,0,Travel_Rarely,4,Computer Science,3,8,3,3,2
19,Male,No,Applied science,3,Single,4474,0,35,3,2,Yes,Compensation and benefits,0,17,4,0,Travel_Rarely,4,Marketing,3,5,3,3,2
60,Male,No,B.E.,2,Single,1009,16,43,3,4,Yes,"Work-related stress, Lack of carrer growth",1,20,3,34,Travel_Frequently,3,Information Technology,3,2,3,3,4
25,Male,No,CSA,1,Married,4453,3,60,2,4,Yes,Issues with management,2,11,4,2,Travel_Rarely,3,Marketing,3,16,2,3,1
39,Male,Yes,CSA,4,Single,2548,5,52,3,2,Yes,"Better job opportunities, Compensation and benefits, Lack of carrer growth",0,16,3,39,Non-Travel,1,Computer Science,3,10,3,3,5
53,Male,No,Applied science,3,Married,4231,0,81,3,3,Yes,"Better job opportunities, Compensation and benefits, Lack of carrer growth",0,11,2,0,Travel_Rarely,1,Computer Science,3,8,1,3,2
24,Female,No,B.E.,4,Single,19973,4,38,2,1,No,Work-related stress,0,15,2,6,Travel_Rarely,2,Information Technology,1,0,3,3,1
59,Male,No,CSA,4,Single,1009,3,30,4,2,No,Better job opportunities,0,11,3,18,Travel_Rarely,3,Communications,3,9,2,4,2
57,Male,Yes,B.E.,4,Single,14421,0,100,5,1,Yes,Lack of carrer growth,0,16,2,18,Travel_Frequently,3,Marketing,4,9,3,3,1
49,Female,No,CSA,4,Single,19973,6,60,4,3,Yes,"Better job opportunities, Work-related stress, Compensation and benefits",9,11,2,30,Travel_Rarely,5,Computer Science,3,0,2,3,2
45,Female,No,Applied science,1,Married,6214,4,66,4,4,Yes,Issues with management,0,23,3,4,Travel_Rarely,3,Information Technology,3,34,3,4,2
51,Male,No,B.E.,4,Single,2803,5,82,3,1,Yes,Issues with management,5,18,1,22,Travel_Rarely,4,Communications,2,3,2,3,1
18,Male,No,CSA,1,Married,3488,0,32,2,2,Yes,Work-related stress,0,11,3,24,Travel_Rarely,4,Information Technology,3,0,3,3,2
55,Male,No,CSA,2,Single,13539,1,30,5,2,Yes,Better job opportunities,4,18,2,19,Non-Travel,4,Information Technology,3,3,3,3,2
38,Male,Yes,Applied science,2,Married,13736,0,100,4,3,No,Lack of carrer growth,1,15,1,0,Non-Travel,4,Information Technology,3,18,3,3,2
50,Male,No,B.E.,3,Divorced,5777,7,91,4,4,No,"Work-related stress, Compensation and benefits",7,22,3,8,Travel_Rarely,3,Information Technology,3,30,3,3,1
19,Male,No,CSA,4,Single,19289,4,95,4,3,Yes,"Lack of career growth, Work-related stress, Compensation and benefits",1,11,3,17,Travel_Rarely,3,Computer Science,3,7,3,4,2
53,Male,No,B.E.,4,Married,6536,11,94,4,1,Yes,Work-related stress,0,14,4,0,Travel_Rarely,5,Marketing,4,9,4,3,3
22,Male,No,Applied science,3,Married,5319,1,91,4,2,Yes,"Lack of career growth, Work-related stress, Compensation and benefits",0,13,4,22,Non-Travel,3,Information Technology,2,7,3,4,1
24,Male,No,CSA,3,Single,7359,0,81,3,4,No,Work-related stress,0,22,3,14,Non-Travel,3,Communications,3,6,3,3,2
47,Male,No,CSA,4,Single,1009,0,84,4,4,Yes,Work-related stress,0,14,4,6,Travel_Rarely,4,Communications,3,2,2,3,2
18,Male,No,B.E.,1,Married,6580,1,100,3,2,Yes,Need a break,1,17,4,1,Travel_Rarely,1,Marketing,3,2,3,3,1
38,Male,No,Applied science,2,Single,6461,5,65,3,1,No,Work-related stress,4,18,2,10,Non-Travel,3,Computer Science,2,7,4,3,3
26,Male,No,B.E.,4,Single,5849,5,37,2,3,No,Work-related stress,0,15,1,60,Travel_Rarely,3,Business Administration,3,5,3,3,3
18,Male,No,CSA,3,Single,3039,0,62,3,1,No,"Work-related stress, Compensation and benefits",8,14,4,9,Travel_Rarely,3,Business Administration,2,0,3,3,1
60,Male,No,Applied science,2,Married,7281,5,40,3,4,Yes,Compensation and benefits,0,22,1,12,Travel_Rarely,2,Information Technology,3,7,3,3,3
18,Male,Yes,CSA,3,Single,4356,2,57,2,4,Yes,Work-related stress,0,11,1,14,Travel_Frequently,4,Marketing,4,7,3,3,1
26,Male,No,B.E.,3,Single,7755,0,100,4,1,Yes,"Better job opportunities, Lack of career growth, Issues with management",0,11,2,14,Travel_Rarely,1,Information Technology,3,4,3,3,1
55,Male,Yes,CSA,1,Single,7350,6,70,5,3,Yes,Issues with management,1,17,2,3,Travel_Rarely,2,Marketing,3,12,3,3,1
60,Male,No,Applied science,4,Single,1009,11,30,4,1,Yes,Work-related stress,0,23,2,16,Travel_Rarely,3,Marketing,4,18,4,3,4
21,Male,No,CSA,1,Single,2181,0,100,4,3,Yes,"Better job opportunities, Issues with management",0,11,1,0,Travel_Rarely,4,Business Administration,3,25,3,3,2
36,Male,No,Applied science,4,Single,4258,4,100,3,2,No,Work-related stress,0,24,4,1,Travel_Frequently,4,Computer Science,3,7,3,3,2
33,Male,Yes,CSA,4,Divorced,1597,4,60,2,1,Yes,"Better job opportunities, Issues with management, Work-related stress, Compensation and benefits, Lack of carrer growth",0,11,4,4,Travel_Rarely,3,Marketing,2,12,3,3,2
44,Male,No,B.E.,1,Divorced,8367,5,100,4,1,No,"Issues with management, Work-related stress, Compensation and benefits",4,19,4,1,Travel_Rarely,2,Computer Science,3,3,3,3,5
60,Male,Yes,B.E.,3,Married,1009,6,51,1,1,Yes,Better job opportunities,1,17,3,19,Travel_Rarely,1,Computer Science,2,1,3,4,5
54,Male,Yes,CSA,3,Married,1009,1,98,3,1,No,Work-related stress,2,11,3,20,Travel_Rarely,4,Information Technology,3,9,4,3,1
45,Male,No,Applied science,1,Single,6289,1,100,5,1,No,Work-related stress,0,23,1,17,Travel_Rarely,4,Information Technology,3,38,3,3,1
18,Male,No,CSA,3,Married,14251,2,51,4,3,Yes,Work-related stress,2,25,3,33,Travel_Rarely,3,Marketing,2,26,1,3,1
38,Male,Yes,B.E.,1,Married,1143,3,70,5,1,Yes,"Issues with management, Work-related stress",0,11,2,13,Travel_Rarely,3,Business Administration,3,0,2,3,2
24,Male,No,B.E.,3,Single,6418,0,67,5,3,No,"Better job opportunities, Lack of carrer growth",0,15,4,36,Travel_Rarely,3,Information Technology,3,18,3,3,5
45,Male,Yes,Applied science,2,Single,11876,1,30,4,4,Yes,"Lack of carrer growth, ",2,19,1,5,Travel_Rarely,4,Information Technology,2,4,3,3,4
39,Male,No,B.E.,1,Single,7073,3,99,1,1,Yes,Better job opportunities,0,15,1,0,Travel_Rarely,3,Information Technology,2,9,3,3,1
37,Female,No,CSA,3,Single,16927,1,98,4,3,Yes,Better job opportunities,0,17,1,0,Travel_Rarely,3,Communications,2,0,3,3,5
60,Female,No,Applied science,4,Single,5160,0,52,5,3,Yes,Better job opportunities,2,13,4,16,Travel_Rarely,2,Information Technology,2,0,1,3,3
31,Female,No,B.E.,4,Married,7935,0,45,4,2,Yes,"Issues with management, Work-related stress, Compensation and benefits",4,17,3,39,Travel_Rarely,4,Marketing,3,14,3,3,1
47,Male,No,CSA,2,Married,7279,1,100,4,1,Yes,Work-related stress,0,15,4,3,Travel_Rarely,2,Marketing,3,5,3,4,1
18,Male,No,CSA,1,Single,19973,7,100,3,1,Yes,Compensation and benefits,1,11,4,0,Travel_Rarely,2,Communications,2,0,3,3,1
37,Female,No,B.E.,2,Married,6718,2,100,5,4,Yes,Compensation and benefits,9,11,2,0,Travel_Rarely,4,Computer Science,2,0,4,3,1
40,Male,No,Applied science,4,Single,1287,7,65,3,3,No,Issues with management,0,15,2,19,Travel_Rarely,3,Marketing,4,10,2,3,5
18,Male,No,B.E.,1,Married,7043,1,65,4,1,Yes,Work-related stress,0,11,3,0,Travel_Rarely,5,Business Administration,3,3,3,3,4
60,Male,Yes,CSA,4,Married,4333,3,48,5,2,Yes,"Compensation and benefits, Lack of carrer growth",5,25,3,35,Travel_Rarely,3,Computer Science,3,13,3,3,1
18,Female,No,Applied science,1,Married,3559,1,42,5,1,Yes,Compensation and benefits,0,14,3,5,Travel_Rarely,4,Computer Science,4,0,3,4,5
60,Female,No,CSA,2,Married,3154,3,88,5,2,Yes,"Better job opportunities, Lack of carrer growth",2,12,2,2,Travel_Rarely,4,Business Administration,3,9,3,3,2
54,Male,No,B.E.,1,Single,4378,1,77,5,2,Yes,Work-related stress,0,18,3,15,Non-Travel,5,Marketing,3,5,3,3,5
18,Male,No,Applied science,3,Married,5632,0,100,5,2,Yes,Compensation and benefits,6,18,1,0,Travel_Rarely,3,Business Administration,3,7,3,3,3
37,Male,No,B.E.,1,Single,6372,10,30,3,1,Yes,Shift timings,0,21,3,12,Travel_Rarely,4,Marketing,3,18,3,3,2
25,Male,Yes,CSA,1,Single,19973,6,37,5,1,No,"Better job opportunities, Work-related stress",0,11,1,3,Travel_Rarely,3,Computer Science,3,17,3,4,1
53,Female,No,B.E.,3,Married,4303,8,41,4,3,Yes,Lack of carrer growth,0,11,1,0,Travel_Rarely,3,Information Technology,3,10,3,3,5
58,Male,No,Applied science,1,Single,1106,2,100,2,1,Yes,Better job opportunities,1,17,4,32,Travel_Rarely,3,Communications,3,0,3,3,2
53,Male,No,CSA,1,Single,1910,0,96,4,2,Yes,Issues with management,2,11,2,0,Travel_Frequently,3,Computer Science,2,9,1,3,1
38,Female,No,B.E.,4,Married,2277,10,100,5,4,Yes,"Better job opportunities, Compensation and benefits",3,11,3,15,Travel_Rarely,3,Information Technology,2,6,3,3,2
55,Male,No,CSA,4,Married,5184,7,100,4,1,Yes,"Better job opportunities, Work-related stress",1,25,3,16,Travel_Rarely,4,Business Administration,3,22,2,3,3
48,Male,No,Applied science,4,Single,2469,4,43,4,2,No,Better job opportunities,0,16,1,13,Travel_Rarely,3,Marketing,3,6,4,3,2
42,Male,Yes,CSA,2,Single,2123,0,34,5,3,Yes,Issues with management,1,13,1,0,Travel_Rarely,2,Information Technology,2,0,2,3,3
36,Male,No,CSA,3,Married,6071,5,100,5,2,No,Issues with management,5,13,3,10,Travel_Rarely,3,Information Technology,3,1,2,3,1
35,Male,No,B.E.,1,Single,1009,5,30,3,2,Yes,Better job opportunities,2,11,1,15,Travel_Rarely,3,Communications,2,0,2,3,1
53,Male,No,B.E.,1,Single,4842,5,100,5,2,Yes,Work-related stress,1,13,1,0,Travel_Rarely,4,Marketing,3,10,2,3,2
32,Male,Yes,CSA,1,Married,10451,6,81,4,1,Yes,"Issues with management, Work-related stress",1,15,2,19,Travel_Rarely,3,Business Administration,3,8,2,3,1
46,Male,No,Applied science,3,Single,2276,5,85,5,1,Yes,"Issues with management, Work-related stress",0,14,1,30,Travel_Rarely,4,Computer Science,2,6,3,3,1
26,Male,No,B.E.,2,Single,15306,7,36,3,1,Yes,Better job opportunities,2,20,2,15,Travel_Frequently,3,Business Administration,3,17,2,3,1
40,Female,No,CSA,4,Single,7596,1,100,5,3,Yes,"Better job opportunities, Work-related stress, Lack of carrer growth",0,17,4,3,Travel_Rarely,4,Marketing,3,5,3,3,2
44,Male,No,B.E.,2,Single,1009,0,100,4,4,Yes,Better job opportunities,0,18,3,0,Travel_Rarely,3,Marketing,1,1,2,3,5
18,Male,No,Applied science,2,Married,6419,2,80,4,1,Yes,Compensation and benefits,1,15,4,0,Travel_Frequently,3,Computer Science,3,8,3,3,4
39,Male,No,B.E.,3,Single,1009,4,100,4,3,Yes,"Better job opportunities, Issues with management, Work-related stress, Compensation and benefits, Lack of carrer growth",0,20,1,2,Travel_Rarely,3,Computer Science,3,12,3,3,1
32,Female,No,CSA,1,Single,1260,4,100,4,1,No,Work-related stress,2,14,4,0,Travel_Rarely,3,Computer Science,2,0,3,3,2
39,Male,Yes,B.E.,4,Single,4058,4,33,4,1,Yes,"Work-related stress, Compensation and benefits",0,17,3,4,Travel_Rarely,4,Marketing,2,6,2,4,1
60,Male,No,Applied science,4,Single,1009,2,100,4,1,Yes,Work-related stress,0,18,4,31,Travel_Rarely,3,Information Technology,2,8,3,4,2
42,Male,Yes,B.E.,3,Single,6258,5,51,5,2,Yes,"Better job opportunities, ",1,23,4,40,Travel_Rarely,2,Computer Science,4,31,3,3,3
35,Male,Yes,CSA,4,Single,7930,0,100,5,4,No,Compensation and benefits,3,25,2,12,Travel_Rarely,4,Information Technology,2,0,3,3,1
42,Male,Yes,B.E.,1,Married,1468,0,30,4,4,Yes,Better job opportunities,0,15,2,18,Travel_Rarely,4,Information Technology,3,10,3,3,2
45,Male,No,CSA,3,Married,3748,1,84,4,1,Yes,Lack of carrer growth,5,15,3,14,Travel_Rarely,3,Computer Science,3,9,2,3,4
43,Male,No,Applied science,4,Single,19973,5,97,4,4,Yes,Lack of carrer growth,1,14,3,11,Travel_Rarely,5,Business Administration,3,14,2,3,3
37,Male,Yes,CSA,4,Divorced,17161,6,75,4,2,Yes,Issues with management,1,24,1,25,Travel_Frequently,4,Communications,3,6,2,3,3
22,Male,No,Applied science,4,Single,5161,7,51,5,2,No,Work-related stress,0,14,4,28,Travel_Rarely,3,Information Technology,3,8,3,3,3
60,Male,No,CSA,4,Married,1009,5,100,2,2,No,"Better job opportunities, Compensation and benefits",1,14,3,36,Travel_Rarely,3,Marketing,3,0,2,4,2
60,Male,No,B.E.,1,Single,1319,1,33,4,1,No,Work-related stress,0,11,3,36,Travel_Rarely,3,Marketing,3,13,4,3,3
43,Male,Yes,Applied science,1,Married,11477,6,32,3,3,Yes,"Issues with management, Compensation and benefits, Lack of carrer growth",1,19,3,60,Travel_Rarely,2,Marketing,3,5,3,3,2
41,Female,No,CSA,3,Single,1009,16,79,5,1,Yes,"Issues with management, Work-related stress, Compensation and benefits",1,11,2,15,Travel_Rarely,4,Marketing,3,1,4,3,1
25,Male,No,Applied science,2,Single,2348,1,70,5,1,No,"Issues with management, Work-related stress",0,13,1,15,Travel_Rarely,1,Business Administration,3,11,1,3,1
25,Male,No,CSA,3,Married,7735,3,92,5,4,Yes,"Better job opportunities, Issues with management",0,19,2,4,Travel_Frequently,2,Information Technology,3,6,3,3,4
44,Male,No,B.E.,2,Single,1009,9,51,5,3,Yes,Compensation and benefits,0,16,4,39,Travel_Rarely,4,Communications,3,9,2,3,5
41,Male,No,CSA,1,Single,5805,3,45,2,2,Yes,"Work-related stress, Compensation and benefits",0,17,4,5,Travel_Rarely,2,Marketing,3,19,3,3,5
22,Male,No,B.E.,1,Married,1009,6,70,3,1,Yes,Better job opportunities,1,11,1,36,Travel_Rarely,3,Information Technology,3,18,3,3,1
60,Male,No,Applied science,1,Married,1009,6,67,4,2,Yes,Work-related stress,0,13,3,17,Travel_Rarely,2,Communications,3,2,3,3,3
35,Male,No,CSA,4,Single,19973,6,64,4,4,Yes,Lack of carrer growth,6,11,1,2,Non-Travel,1,Computer Science,1,6,2,3,2
60,Male,No,Applied science,2,Married,4148,2,77,5,3,No,Compensation and benefits,7,21,3,0,Travel_Rarely,4,Business Administration,2,8,4,3,2
51,Male,Yes,CSA,4,Single,1009,11,100,4,3,Yes,Better job opportunities,2,25,3,15,Travel_Rarely,4,Marketing,2,0,4,3,2
30,Male,No,B.E.,2,Single,7315,5,53,4,4,No,Lack of career growth,0,14,2,7,Travel_Rarely,3,Information Technology,3,3,3,3,4
45,Male,No,Applied science,3,Single,2128,4,64,3,1,No,"Work-related stress, Compensation and benefits, Lack of carrer growth",2,11,3,0,Travel_Rarely,4,Computer Science,3,3,3,4,2
43,Male,No,B.E.,3,Single,7545,3,41,4,3,No,"Better job opportunities, Work-related stress",0,17,1,0,Travel_Rarely,3,Business Administration,3,36,2,3,2
26,Male,No,B.E.,4,Single,17475,7,88,4,1,Yes,Lack of career growth,9,11,2,12,Travel_Rarely,3,Information Technology,3,0,4,3,1
18,Male,No,CSA,1,Single,19973,0,30,4,4,No,"Work-related stress, Lack of carrer growth",0,12,4,16,Travel_Rarely,3,Business Administration,3,2,1,4,3
57,Female,Yes,Applied science,3,Single,9980,5,61,5,4,No,Better job opportunities,0,11,3,0,Travel_Rarely,4,Information Technology,3,3,3,4,1
60,Female,No,B.E.,3,Single,11560,0,100,4,2,No,"Better job opportunities, Issues with management, Work-related stress, Compensation and benefits, Lack of carrer growth",3,14,3,8,Non-Travel,3,Communications,3,10,2,3,2
42,Male,No,CSA,1,Single,19973,4,70,4,4,Yes,Work-related stress,0,17,4,12,Travel_Rarely,3,Communications,2,10,3,3,3
18,Male,No,CSA,3,Single,7420,5,97,5,1,Yes,Work-related stress,3,14,4,0,Travel_Rarely,4,Business Administration,3,0,3,3,1
18,Male,No,Applied science,3,Single,8094,0,73,4,3,Yes,Lack of carrer growth,1,25,1,2,Travel_Rarely,3,Information Technology,2,34,2,3,4
23,Male,No,B.E.,4,Single,7923,0,94,5,2,Yes,"Better job opportunities, Lack of career growth, Compensation and benefits",0,14,3,0,Travel_Rarely,5,Business Administration,3,19,3,3,1
18,Male,Yes,CSA,3,Married,13818,0,100,4,4,Yes,Work-related stress,0,15,2,1,Travel_Rarely,2,Information Technology,3,0,2,3,2
